EOS-445	2023-05-04	09:11:22	2000.8508	0	0.0125	0.0016	1983.4712	-5.6	-0.8	0.4388	-0.0646	0.0004	0.0575	17.3863	60	0.310	1.346256	103.680492	100.00	1.458528	103.817047	25.9	11011
EOS-445	2023-05-04	09:12:22	2000.8521	0	0.0114	0.0015	1983.4732	-4.3	-1.1	0.4275	-0.0652	0.0004	0.0575	17.3863	60	0.310	1.346256	103.680492	100.00	1.458528	103.817047	25.9	11011
EOS-445	2023-05-04	09:13:22	2000.8528	0	0.0109	0.0014	1983.4753	-4.4	-1.1	0.4234	-0.0658	0.0003	0.0568	17.3863	60	0.310	1.346256	103.680492	100.00	1.458528	103.817047	25.9	11011
EOS-445	2023-05-04	09:23:01	2000.5390	0	0.0116	0.0015	1983.1652	6.4	-17.1	0.4161	-0.0714	0.0039	0.0545	17.3867	60	0.310	1.346256	103.680492	100.00	1.457275	103.818581	40.1	11011
EOS-445	2023-05-04	09:24:01	2000.5386	0	0.0329	0.0042	1983.1620	11.0	-21.2	0.4104	-0.0719	0.0072	0.0545	17.3868	60	0.310	1.346256	103.680492	100.00	1.457272	103.818581	40.1	11011
EOS-445	2023-05-04	09:25:01	2000.5379	0	0.0261	0.0034	1983.1605	14.8	-23.4	0.4078	-0.0724	0.0091	0.0540	17.3868	60	0.310	1.346256	103.680492	100.00	1.457273	103.818581	40.2	11011
EOS-445	2023-05-04	09:30:33	2000.5426	0	0.0108	0.0014	1983.1730	10.0	-15.7	0.3982	-0.0752	0.0041	0.0537	17.3870	60	0.310	1.346256	103.680492	100.00	1.457415	103.818428	41.9	11011
EOS-445	2023-05-04	09:31:33	2000.5449	0	0.0078	0.0010	1983.1739	15.3	-16.8	0.4032	-0.0756	0.0062	0.0534	17.3871	60	0.310	1.346256	103.680492	100.00	1.457420	103.818428	41.9	11011
EOS-445	2023-05-04	09:32:33	2000.5443	0	0.0085	0.0011	1983.1706	21.4	-18.5	0.4073	-0.0761	0.0093	0.0534	17.3871	60	0.310	1.346256	103.680492	100.00	1.457422	103.818428	41.9	11011
EOS-445	2023-05-04	09:37:50	2000.5430	0	0.0094	0.0012	1983.1787	13.1	-7.8	0.3943	-0.0784	0.0027	0.0526	17.3873	60	0.310	1.346256	103.680492	100.00	1.457552	103.818291	41.7	11011
EOS-445	2023-05-04	09:38:50	2000.5431	0	0.0069	0.0009	1983.1783	13.8	-10.6	0.3974	-0.0788	0.0036	0.0526	17.3873	60	0.310	1.346256	103.680492	100.00	1.457553	103.818291	41.7	11011
EOS-445	2023-05-04	09:39:50	2000.5423	0	0.0078	0.0010	1983.1775	14.4	-12.6	0.3994	-0.0792	0.0041	0.0525	17.3874	60	0.310	1.346256	103.680492	100.00	1.457555	103.818291	41.7	11011
EOS-445	2023-05-04	09:44:33	2000.5866	0	0.0092	0.0012	1983.2274	-1.8	4.1	0.4002	-0.0810	0.0003	0.0523	17.3876	60	0.310	1.346256	103.680492	100.00	1.457678	103.818153	41.3	11011
EOS-445	2023-05-04	09:45:33	2000.5875	0	0.0086	0.0011	1983.2287	-0.3	4.7	0.4022	-0.0813	0.0003	0.0522	17.3876	60	0.310	1.346256	103.680492	100.00	1.457677	103.818153	41.3	11011
EOS-445	2023-05-04	09:46:33	2000.5874	0	0.0268	0.0035	1983.2290	0.4	4.9	0.3960	-0.0816	0.0003	0.0522	17.3876	60	0.310	1.346256	103.680492	100.00	1.457677	103.818153	41.3	11011
EOS-445	2023-05-04	09:50:55	2000.8694	0	0.0082	0.0011	1983.5119	-3.7	-5.9	0.3894	-0.0830	0.0006	0.0521	17.3878	60	0.310	1.346256	103.680492	100.00	1.457790	103.817986	39.6	11011
EOS-445	2023-05-04	09:51:55	2000.8700	0	0.0081	0.0010	1983.5124	-2.4	-7.6	0.3985	-0.0833	0.0008	0.0522	17.3879	60	0.310	1.346256	103.680492	100.00	1.457788	103.817986	39.6	11011
EOS-445	2023-05-04	09:52:55	2000.8682	0	0.0100	0.0013	1983.5108	-0.9	-9.3	0.3957	-0.0836	0.0010	0.0521	17.3879	60	0.310	1.346256	103.680492	100.00	1.457790	103.817986	39.6	11011
EOS-445	2023-05-04	09:57:47	2000.8058	0	0.0082	0.0011	1983.4494	6.0	-6.5	0.3960	-0.0849	0.0009	0.0522	17.3881	60	0.310	1.346256	103.680492	100.00	1.457865	103.817833	40.2	11011
EOS-445	2023-05-04	09:58:47	2000.8052	0	0.0089	0.0011	1983.4490	5.8	-5.9	0.3880	-0.0851	0.0010	0.0521	17.3881	60	0.310	1.346256	103.680492	100.00	1.457867	103.817833	40.3	11011
EOS-445	2023-05-04	09:59:47	2000.8067	0	0.0096	0.0012	1983.4513	5.8	-5.1	0.3937	-0.0853	0.0008	0.0518	17.3882	60	0.310	1.346256	103.680492	100.00	1.457868	103.817833	40.3	11011
EOS-445	2023-05-04	10:04:45	2000.8038	0	0.0100	0.0013	1983.4482	-10.0	6.0	0.3933	-0.0863	0.0016	0.0520	17.3884	60	0.310	1.346256	103.680492	100.00	1.457940	103.817680	40.1	11011
EOS-445	2023-05-04	10:05:45	2000.8036	0	0.0088	0.0011	1983.4482	-9.1	7.0	0.3890	-0.0864	0.0015	0.0520	17.3884	60	0.310	1.346256	103.680492	100.00	1.457940	103.817680	40.1	11011
EOS-445	2023-05-04	10:06:45	2000.8029	0	0.0103	0.0013	1983.4476	-9.1	7.3	0.3910	-0.0866	0.0016	0.0518	17.3884	60	0.310	1.346256	103.680492	100.00	1.457940	103.817680	40.1	11011
